export_pi,"UID=22;pi_no=PI_EXPORT_24-25_1022;sq_uid=1585;po_no=asdasdsad;country_of_origin_of_goods=None;country_of_final_destination=USA;reference=;pre_carriage=TBD;place_of_receipt_by_pre_carrier=TBD;port_of_loading=Mundra Port;port_of_discharge=usa;place_of_delivery=USA;currency=$;bank_details=;entry_by=Rahul Kumar Paliwal;doe=2024-05-17 11:27:09;pp_uid=62040;62042;rate=182;145;qty=10.00;40.00;sundry=;;type=None;mnf=None;remarks=;;billing_address=Curve Hospitality
Curve Hospitality 3455 S Dairy
Ashford Rd, Houston, TX
77082, USA;delivery_address=Turnkey Hospitality Solutions LLC
3455 S Dairy Ashford Rd, Houston,
TX 77082, USA;dper=5.0;damt=None;tnc=;status=1;company_uid=1;gtnc=<p><span style=""font-family: 'Times New Roman'; font-size: 12px; font-weight: bold;"">&nbsp;30% Advance and 70% before dispatch.</span></p>;ext_text=;ext_hsn=;ext_amt=0;add_tax=",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_pi_new,"UID=446;pi_no=PI_EXPORT_25-26_1446;inq_no=INQ_6199;sq_uid=3255;po_no=;country_of_origin_of_goods=INDIA;country_of_final_destination=USA;reference=;pre_carriage=TBD;place_of_receipt_by_pre_carrier=TBD;port_of_loading=Mundra;port_of_discharge=USA;place_of_delivery=USA;currency=$;bank_details=;entry_by=Shabbir Khan;doe=2026-02-06 14:34:23;pp_uid=90669;rate=239766;qty=1;sundry=;type=None;mnf=None;remarks=;billing_address=1000 TOWNE CENTER BLVD
SUITE 503
POOLER, GA 31322
;delivery_address=Hawkeye Hotels Managemet llc,
2706 James Street
Coralville, IA 52241;notify_party=;dper=0.00000000;damt=None;tnc=;status=None;company_uid=1;gtnc=;ext_text=;ext_hsn=;ext_amt=0;add_tax=;boat_seal=;ship_seal_number=;exchange_rate=;gross_weight=;net_weight=;pkg=;pkg_volume=;container_size=;vehicle=;container_number=;vessel=;delivery_term=;cancel_on=None;cancel_by=None",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_pi_special,"UID=18;pi_no=ICM_PI_25-26_1012;inq_no=INQ_5964;otherprj=None;sq_uid=3213;sq_data_uid=57421;57422;57423;57424;57425;57426;57427;57428;57429;57430;57431;57432;57433;57434;57435;57436;57437;57438;57439;57440;57441;57442;57443;57444;57445;57446;57447;57448;57449;57450;57451;57452;57453;57454;57455;57456;57457;57458;57459;57460;57461;57462;po_no=;entry_by=Yashwant Dangi;doe=2026-01-21 18:43:05;pp_uid=83934;83929;82523;82526;82527;82528;82529;82530;82531;82532;82533;82534;82535;82536;82537;82538;82539;82540;82541;82543;82544;89937;82550;83950;83955;83956;83957;82555;82557;82559;82560;83959;83960;83961;82575;82579;82581;83963;82582;82584;89938;89939;prd_name=;prd_code=;rate=65;132;249.5;22;25;367;336;450;400;1050;650;950;675;352;87;1269;233;350;308;231;551;169;195;132;22;300;400;305;1050;490;899;675;352;87;1236;233;235;308;270;810;169;100;currency=$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;qty=254.00;127.00;302.00;127.00;127.00;127.00;127.00;127.00;127.00;127.00;127.00;127.00;127.00;127.00;127.00;127.00;254.00;127.00;127.00;127.00;127.00;127.00;60.00;25.00;25.00;25.00;25.00;25.00;25.00;25.00;25.00;25.00;25.00;25.00;25.00;25.00;50.00;25.00;25.00;25.00;25.00;84.00;uom=Nos;Nos;Smt;Nos;Nos;Nos;Nos;Nos;Nos;Nos;Nos;Nos;Nos;Nos;Nos;Nos;Nos;Nos;Nos;Nos;Nos;Nos;Smt;Nos;Nos;Nos;Nos;Nos;Nos;Nos;Nos;Nos;Nos;Nos;Nos;Nos;Nos;Nos;Nos;Nos;Nos;Smt;sundry=;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;type=None;mnf=None;remarks=250 + 4(Attic);125 + 2 ( Attic);300+2(Attic);125 + 2 ( Attic);125 + 2 ( Attic);125 + 2 ( Attic);125 + 2 ( Attic);125 + 2 ( Attic);125 + 2 ( Attic);125 + 2 ( Attic);125 + 2 ( Attic);125 + 2 ( Attic);125 + 2 ( Attic);125 + 2 ( Attic);125 + 2 ( Attic);125 + 2 ( Attic);250+4(Attic);125 + 2 ( Attic);125 + 2 ( Attic);125 + 2 ( Attic);125 + 2 ( Attic);125 + 2 ( Attic);;;;;;;;;;;;;;;;;;;;;billing_address=Blue Bridge Inc, 72 barrack street,Kingstone, Georgetown. Guyana;delivery_address=Blue Bridge Inc, 72 barrack street,Kingstone, Georgetown. Guyana;dper=None;damt=18588.0;tnc=Account Name: Iraj Contract Manufacturing Pvt Ltd
Account Type: Cash Credit
Bank Name: HDFC Bank Ltd
Branch: Durga Nursery Road, Udaipur, Rajasthan, India
IFSC Code: HDFC0001273
SWIFT Code: HDFCINBBXXX
Account Number: 50200083011721;status=None;company_uid=10;gtnc=<p>1-Â 50% Advance & 50% prorata Basis.</p>
<p>2- <span style=""font-size: 14px;"">All prices are Ex Factory India</span></p>
<p>3- COM Fabric /Â Leatherite</p>;ext_text=;ext_hsn=;ext_amt=;add_tax=;ext_type=;p_per=;p_per_on=;p_per_when=;tot_m_val=None;tot_dis=None;tot_add=None;tot_m_val_tax=None;tot_add_tax=None;advance=To be Release 50% Advance;advance_value=710625",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_sq_data,UID=58371;pp_uid=90855;sq_uid=3269;rate=1;qty=2.0;sundry=;type=prototype;remarks=;cancel_qty=None;cancel_qty1=None;update_by=None;update_on=None;ref_sq_uid=None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_sq_data_new,UID=34546;pp_uid=78951;sq_uid=2193;rate=570;qty=7.0;sundry=;type=prototype;remarks=;cancel_qty=None;cancel_qty1=None;update_by=None;update_on=None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_sq_main,"UID=3269;inq_no=INQ_6206;doe=2026-02-11 12:24:20;entry_by=Akeel Sheikh;sq_no=SQ_EXPORT_25-26_4269;country_of_origin_of_goods=India;country_of_final_destination= ;reference=;pre_carriage= ;place_of_receipt_by_pre_carrier= ;port_of_loading= ;port_of_discharge= ;place_of_delivery= ;currency=$;bank_details=;estimate_uid=;billing_address=Hampton Inn - Brookings, SD_Public area;delivery_address=2417 S Carolyn Ave, Sioux Falls,
SD 57106;sundry=;dper=0.0;damt=0.0;tnc=;status=0;company_uid=1;gtnc=;ext_text=;ext_hsn=;ext_amt=;add_tax=;tot_m_val=2;tot_dis=0;tot_add=0;tot_m_val_tax=0;tot_add_tax=0;cancel=None;for_billing=None;temporary_rate=None;sq_category=ICM Company;sq_category_type=None;p_per=None;p_per_on=None;p_per_when=None;ext_type=None;for_production=None",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
external_qc,UID=3160;report_series_no=IEVO/DP/2025-26/02/06/1076;inq_no=INQ_5273;proto_code=86456;qc_date=2026-02-06;client_name=;project_region=Domestic;qty=2;qc_qty=1;location=ICM;inspection_type=Final Inspection;status=Pass;person=Rahul;defect=NA;remarks=OK;image=1_86456.png;entry_by=Dixit Lohar;entry_on=2026-02-07 18:21:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fg_cat,UID=348;primary_group=Agriculture;sub_group=Agriculture;prefix=AGR;start_code=1000;deactive=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fg_warehouse,UID=6;date=2025-09;bhuwana=860575.0;sukher=267000.0;madri=194000.0;pratapnagar=212000.0;entry_by=Shabbir Khan;entry_on=2025-09-09 14:21:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fg_warehouse_inventory,UID=58;date=2026-02-10;bhuwana=23760390.42;rto=51392520.75;urban_square=18720126.54;pratapnagar=34683284.71;bedla=15859086.66;shurti=1726931.13;entry_by=Rahul Kumar Paliwal;entry_on=2026-02-10 15:39:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_labour_cost_report,UID=11160586;dept=Outdoor;date=2026-02-08;head=Material Movement;pp_uid=;labour=1701.96;prop_cost=0;contractor_cost=None;tot_hours=None;last_updated=2026-02-11 14:28:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_salary_creation,UID=2253195;emp_code=IEVO_TEMP_4416;date=2026-02-10;f_shift_hrs=10;f_break_hrs=5;f_ot_hrs=None;f_ut_hrs=None;remarks=None;per_hour_sal=None;per_day_sal=None;pla=None;f_entry_by=Pushpendra Singh Ranawat;f_doe=2026-02-11 14:54:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finance_mis_data,UID=2;company=ICM;date=2025-06-30;adv_client=485275934;advance_vendor=101605641;debtrs_balance=348303719;creditors_balance=99997517;gst_input=4028116;entry_by=Priyesh Kothari;entry_date=2025-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finish_goods_inventory,UID=22;inq_no=INQ_6011;pp_uid=84389;place_order_uid=29629;location=;partial_made_till=;remarks=.;qty=164.00;bal_qty=164.00;uom=None;entry_by=Ritesh Sharma;doe=2025-10-02 12:39:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finish_master,UID=11312;finish_code=2707;finish_type=BSL;finish=V_1_LAM1503 + 16_PLY + V_1_LAM1503;type=pf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finish_matrix,UID=12791;inq_no=INQ_2441;sku=18064;part_code=Part-53;part_name=Packed product for Dispatch (1);qty=125;uom=Nos;group_code=39;group_name=Product packed;pf=N/A;sf=N/A;uph=N/A;metal=N/A;led=N/A;glass_type=N/A;glass_th=0.0;stone_type=Complete packed product;stone_th=1.0;doe=2019-06-28 18:46:24;entry_by=Pawan Mandawat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finish_matrix_allot,UID=17578;finish_uid=11312;prj=INQ_6155;thickness=None;qty=None;remark=None;doe=None;entry_by=None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finish_matrix_temp,UID=15237;sku=10900;part_code=Part-53;part_name=Packed product for Dispatch (1);qty=1;uom=Nos;pf=N/A;sf=N/A;uph=N/A;metal=N/A;led=N/A;glass_type=N/A;glass_th=0.0;stone_type=N/A;stone_th=0.0;group_code=39;doe=2019-06-24 12:42:22;entry_by=Pawan Mandawat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finishes,UID=303;name=AGT;type=sub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
first_cut_production,UID=1031;proto_code=PROTO_2552;job_work=Panel Works;process=Veneer Cutting;doe=2018-02-26 17:01:03;entry_by=Rahul Paliwal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
first_qc_approval,UID=102;id=57;inq_no=INQ_5371;ppc_order=26883;pp_uid=69936;qty=1;narration=;entry_by=Abhishek Dubey;entry_on=2025-04-09 10:50:58;status=Yes;qc_remarks=;approval_by=Supram Mitra;approval_on=2025-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
first_qc_approval_request_inst,UID=1224;id=57;pp_uid=69936;dept=LED;qc_inst=;entry_by=Supram Mitra;entry_on=2025-04-10 10:06:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_expenses,UID=15;date=2025-09;cafe=Arcievocafe;material=53061.0;labor=50000.0;other=2630.0;remarks=ok;entry_by=Shabbir Khan;entry_on=2025-10-11 14:48:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_facility,UID=15;date=2025-09;cafe=Arcievocafe;per_count=0;sal_ded=118180.0;remarks=ok;entry_by=Shabbir Khan;entry_on=2025-10-11 14:53:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freeze_as_done,UID=1510;dept=Outdoor Furniture;date=2025-12;type=month;doe=2026-01-02 18:05:20;entry_by=Gaurav Vaishnav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full_final,UID=1047;emp_uid=6805;company_uid=12;sal=6519;sal_to_date=2025-12-08;sal_from_date=2025-12-01;sal_rem=8 Days;emp_leave=;lev_to_date=;lev_from_date=;lev_rem=;ot=;ot_time=;ot_remark=;meal=;l_ded=;l_ded_rem=;o_ded=;o_ded_rem=;entry_by=Ayushman Singh Solanki;doe=2026-01-16 18:32:38;deleted=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gen_fabric_list,UID=9;inq_no=INQ_2732;order_no=4804;prd=19312,19311,19297,19308,19310,19289,19288,19290 | drawing=,,,,,,, | part=,,,,,,, | part_detail=,,,,,,, | part_image=,,,,,,, | part_qty=,,,,,,, | finish=,,,,,,, | fabric_type=,,,,,,, | fabric_image=,,,,,,, | fab_qty=None | fab_prd_qty=None | last_update=None | entry_by=Harshvardhan singh | doe=2019-08-31 11:33:19 | fab_remark= | fabric_uid= | status=None | cancle=None
gen_led_list,"UID=11;inq_no=INQ_2052;order_uid=4200;pp_uid=6916,15413;qty_list=13,14;remark=9th Floor;9th Floor;entry_by=Deepens Singhvi;doe=2019-06-17 19:14:22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gen_metal_list,"UID=173;inq_no=INQ_2745;order_uid=4985;pp_uid=19726,19727,19723,19724,19725,20647,20648;remark=MS Metal with black powder coat;MS Metal with black powder coat;MS Metal with black powder coat;MS Metal with black powder coat;MS Metal with black powder coat;MS Metal with black powder coat;MS Metal with black powder coat;status=None;entry_by=Harshit Kothari;doe=2019-09-21 12:34:28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gen_pasting,UID=31071;pasting_id=10863;finish_uid=11166;prj=INQ_5639;bom=;thickness=12.5;qty=10;remark=(1800 x 830 -10nos) For_PRO68106_PPEC-1336;processing=Hot Press;name=None;final_thickness=None;status=0;doe=2026-02-09 18:13:00;entry_by=Ajit Kumar;entry_by1=None;pp_uid=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
general_movement,UID=2144;inq_no=INQ_5493;pp_uid=77421;img_name=;img_name1=2144_res_214401.jpeg;m_from=DISPATCH;m_to=KALRA WH ARCHIEVO GALLARY;entry_by=BHAVESH JAIN;done=1;remarks=LIBRARY QTY  5 NOS;doe=2026-02-05 18:20:06;flag=0;cancel_by=None;cancel_on=None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grn_gin,No Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grn_gin_data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hr_data,UID=19;date=2025-11;icm_count=966;icm_allocated=18059469;icm_not_allocated=2005864;ievo_count=5;ievo_allocated=204205;ievo_not_allocated=7037065;hanmac_count=226;hanmac_allocated=4016796;hanmac_not_allocated=1276109;ins_count=103;ins_allocated=2239088;ins_not_allocated=460450;sup_count=42;sup_allocated=809148;sup_not_allocated=8106396;icm_allocated_gross=23812979;icm_not_allocated_gross=2265718;ievo_allocated_gross=207350;ievo_not_allocated_gross=7492193;hanmac_allocated_gross=5640066;hanmac_not_allocated_gross=1291407;ins_allocated_gross=3172317;ins_not_allocated_gross=1291407;sup_allocated_gross=1004421;sup_not_allocated_gross=8630569;icm_non_count=87;ievo_non_count=146;hanmac_non_count=21;ins_non_count=2;sup_non_count=348;entry_by=Rajshree Rathore;entry_on=2026-01-16 10:48:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hr_help_desk,UID=862;emp_uid=;cat=None;desc=;urgency=Low;doe=2023-10-21 19:02:07;entry_by=Pankaj Sharma;file_upload=None;status=None;checked_by=None;checked_on=None;ticket=None;status_remark=None;del_remark=None;assigned_to=None;alloted_by=None;alloted_on=None;title=None;read_status=None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hr_help_desk_status,UID=3918;hr_help_desk_uid=850;desc=;type=complete;entry_by=Ravi Meghwal;doe=2020-01-23 11:28:38;read_status=0;read_by=None;read_on=None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hr_inquiry_db,UID=42;cat_name=Logistics;parent=7;desc=None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hr_join_left_data,UID=9;date=2025-10;icm_join_count=55;icm_join_value=1306550;icm_left_count=11;icm_left_value=324050;ievo_join_count=8;ievo_join_value=393500;ievo_left_count=3;ievo_left_value=65100;hanmac_join_count=7;hanmac_join_value=114000;hanmac_left_count=7;hanmac_left_value=283500;ins_join_count=4;ins_join_value=199800;ins_left_count=0;ins_left_value=0;sup_join_count=13;sup_join_value=422010;sup_left_count=5;sup_left_value=77000;entry_by=Rajshree Rathore;entry_on=2025-11-29 10:37:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hr_new_interview,"UID=9173;emp_code=IEVO_INTERO_8760;place=Bedla;cat=Admin;dateofinterview=2026-02-11;f2f=Khushi Mathur;openingrole=;technical=Mr. Atindra Singh Rathore ;reference=Rampunit Sharma ;final=Mr. Ashok Jangir ;photo=;aadhar=2605-4638-0333;pancard=BFZPK4577F;passbook=;resume=9173_;designation=Assistant Manager;reporting=Mr. Atindra Singh Rathore;department=Installation;appointmenttype=;appointmentdate=2026-02-11;joiningsalary=80,000/- PM ;doj=2026-02-11;mid=;year=;name=Mukender Kumar;dob=1979-04-01;age=;mail=sharmamk805@gmail.com;contact=9899843912;maritalstatus=Married;yom=;wifehusbandname=Rekha Sharma;spouseage=;occupation=Housewife;wcontact=8882015307;permanentaddress=A-974,G.D. Colony, Mayur Vihar Phase-3, PO:Mayur Vihar Ph-III, DIST :East Delhi, Delhi-110096;presentaddress=IEVO, Bedla, Udaipur, Rajasthan -313001;fathername= Late Brij Nandan Sharma;fage=;foccupation=;fcontact=;mothername=Manti Devi;mage=01-01-1953;moccupation=Housewife;mcontact=9990224772;maadhar=3066-5775-5756;faadhar=;waadhar=;workingsince=2003 - Till Date ;totalexperience=23 Years;notes=;otherinformation=;shoes_no=;trouser_size=;tshirt_size=;status=Working;expected_salary=;doe=2026-02-11 11:11:35;entry_by=Khushi Mathur",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hr_new_interview_data,"UID=106868;hr_new_interview_uid=9173;desc1=Juneja Project Services Pvt Ltd Delhi;desc2=Site Engineer ;desc3=Feb 2010 - Oct 2015;desc4=;desc5=  20,000/- PM ;desc6=None;type=work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hr_ot_data,UID=17;date=2025-11;icm_count=518;icm_allocated=2601659;ievo_count=0;ievo_allocated=0;hanmac_count=143;hanmac_allocated=905563;ins_count=40;ins_allocated=330391;sup_count=27;sup_allocated=134394;entry_by=Rajshree Rathore;entry_on=2026-01-16 10:54:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
icm_task_tracker,UID=448;ppco_uid=28698;ppc_no=PPCO/25-26/14886;order_name=Hanmac Manufacturing;manufacturing_location=None;pmc_est_time=2025-08-25;project_code=PC2526_1189;project_name=HABUFA_PO_113_118041;BDC=Pulkit Barala;PMC=Pulkit Barala;region=;pp_uid=80990;proto_code=PROTO_25392;intronote=Dressoire 220_NAT_Art Nr 42442 C;area=SARDINIE;uom=Nos;prototype_category=;qty=20.0;pcd_mto_code=None;pmc_mail_date_of_request=2025-08-12;early_delivery=None;atic_qty=10.2;mail_subject_line=test;document_accepted_by_ppec=2015-01-01;acppet_with_without_condition=None;condition_criteria=None;production_team_deadline=None;ppec_approval=;production_team_timeline_approval=;qc_approval=;production_location=None;pmc_suggested_remarks=None;revised_fg_deadline=None;internal_qc_report=None;production_pcd_sample_received=None;production_pcd_sample_return=None;pcd_category=None;packing_master_link=None;packing_complete_date_fg_end_date=None;external_qc_deadline=None;external_qc_report=None;icm_input=None;dispatch_to=None;date_of_delivery=None;pmc_approval=None;ppco_entry_by=Pulkit Barala;ppco_entry_on=2025-07-23;standard_timeline=None;lter=None;sq_price=None;overall_task_accepted=None;isFetched=1;cancel_by=None;cancel_on=None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
icm_task_tracker_log,UID=118;icm_task_tracker_uid=445;field_name=qc_approval;field_data=;doe=2025-07-23 17:23:36;entry_by_uid=67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
